date,state,area,number_of_monitoring_stations,prominent_pollutants,aqi_value,air_quality_status,unit,note
2022-09-15,Punjab,Rupnagar,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-15,Punjab,Patiala,1,PM10,52,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-14,Punjab,Mandi Gobindgarh,1,PM10,126,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-14,Punjab,Patiala,1,PM10,38,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-14,Punjab,Bathinda,1,PM10,88,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-14,Punjab,Khanna,1,PM10,57,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-14,Punjab,Jalandhar,1,PM10,95,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-14,Punjab,Ludhiana,1,PM10,96,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-14,Punjab,Rupnagar,1,PM10,77,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-14,Punjab,Amritsar,1,PM10,72,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-13,Punjab,Patiala,1,PM10,50,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-13,Punjab,Amritsar,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-13,Punjab,Rupnagar,1,PM10,81,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-13,Punjab,Ludhiana,1,PM10,90,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-13,Punjab,Mandi Gobindgarh,1,PM2.5,92,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-13,Punjab,Khanna,1,PM10,57,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-13,Punjab,Bathinda,1,PM10,98,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-13,Punjab,Jalandhar,1,PM10,86,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-12,Punjab,Jalandhar,1,PM10,71,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-12,Punjab,Ludhiana,1,PM10,92,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-12,Punjab,Amritsar,1,PM10,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-12,Punjab,Bathinda,1,PM10,88,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-12,Punjab,Rupnagar,1,PM10,97,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-12,Punjab,Khanna,1,PM10,45,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-11,Punjab,Khanna,1,PM10,64,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-11,Punjab,Mandi Gobindgarh,1,PM10,75,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-11,Punjab,Ludhiana,1,PM10,115,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-11,Punjab,Patiala,1,PM10,45,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-11,Punjab,Jalandhar,1,PM10,90,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-11,Punjab,Bathinda,1,PM10,116,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-11,Punjab,Amritsar,1,PM10,90,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-10,Punjab,Jalandhar,1,PM10,77,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-10,Punjab,Mandi Gobindgarh,1,PM2.5,128,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-10,Punjab,Rupnagar,1,PM10,101,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-10,Punjab,Bathinda,1,PM10,126,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-10,Punjab,Patiala,1,PM10,88,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-10,Punjab,Khanna,1,PM10,99,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-10,Punjab,Ludhiana,1,PM10,111,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-10,Punjab,Amritsar,1,PM10,94,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-09,Punjab,Mandi Gobindgarh,1,PM2.5,190,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-09,Punjab,Bathinda,1,PM10,131,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-09,Punjab,Rupnagar,1,PM10,127,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-09,Punjab,Ludhiana,1,PM10,108,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-09,Punjab,Patiala,1,PM10,92,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-09,Punjab,Jalandhar,1,PM10,74,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-09,Punjab,Amritsar,1,PM10,92,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-09,Punjab,Khanna,1,PM10,90,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-08,Punjab,Rupnagar,1,PM10,88,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-08,Punjab,Bathinda,1,PM10,99,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-08,Punjab,Mandi Gobindgarh,1,PM2.5,253,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-08,Punjab,Khanna,1,PM10,73,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-08,Punjab,Ludhiana,1,PM10,128,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-08,Punjab,Amritsar,1,PM10,105,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-08,Punjab,Jalandhar,1,PM10,81,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-08,Punjab,Patiala,1,PM10,82,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-07,Punjab,Bathinda,1,CO,49,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-07,Punjab,Mandi Gobindgarh,1,PM2.5,157,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-07,Punjab,Amritsar,1,PM10,73,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-07,Punjab,Khanna,1,PM10,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-07,Punjab,Patiala,1,PM10,64,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-07,Punjab,Ludhiana,1,PM10,71,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-07,Punjab,Jalandhar,1,PM10,76,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-07,Punjab,Rupnagar,1,PM10,73,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-06,Punjab,Amritsar,1,NO2,72,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-06,Punjab,Jalandhar,1,NO2,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-06,Punjab,Khanna,1,PM10,54,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-06,Punjab,Bathinda,1,PM10,51,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-06,Punjab,Ludhiana,1,PM10,50,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-06,Punjab,Rupnagar,1,PM10,90,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-06,Punjab,Patiala,1,PM10,88,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-05,Punjab,Ludhiana,1,PM10,82,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-05,Punjab,Jalandhar,1,NO2,53,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-05,Punjab,Patiala,1,PM10,78,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-05,Punjab,Amritsar,1,O3,92,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-05,Punjab,Bathinda,1,PM10,87,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-05,Punjab,Mandi Gobindgarh,1,PM10,79,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-05,Punjab,Khanna,1,PM10,75,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-04,Punjab,Mandi Gobindgarh,1,PM10,78,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-04,Punjab,Ludhiana,1,PM10,97,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-04,Punjab,Khanna,1,PM10,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-04,Punjab,Jalandhar,1,NO2,47,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-04,Punjab,Bathinda,1,PM10,64,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-04,Punjab,Patiala,1,PM10,80,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-03,Punjab,Ludhiana,1,PM10,85,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-03,Punjab,Rupnagar,1,PM10,91,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-03,Punjab,Jalandhar,1,NO2,43,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-03,Punjab,Khanna,1,PM10,37,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-03,Punjab,Amritsar,1,O3,84,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-03,Punjab,Bathinda,1,CO,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-03,Punjab,Patiala,1,PM10,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-03,Punjab,Mandi Gobindgarh,1,PM10,52,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-02,Punjab,Rupnagar,1,PM2.5,83,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-02,Punjab,Jalandhar,1,O3,63,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-02,Punjab,Mandi Gobindgarh,1,PM10,106,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-02,Punjab,Bathinda,1,PM10,84,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-02,Punjab,Ludhiana,1,PM10,73,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-02,Punjab,Amritsar,1,O3,76,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-02,Punjab,Patiala,1,PM10,62,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-02,Punjab,Khanna,1,PM10,54,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-01,Punjab,Mandi Gobindgarh,1,PM10,186,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-01,Punjab,Patiala,1,PM10,65,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-01,Punjab,Jalandhar,1,PM10,63,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-01,Punjab,Ludhiana,1,PM10,97,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-01,Punjab,Khanna,1,PM10,62,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-01,Punjab,Bathinda,1,PM10,77,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-01,Punjab,Amritsar,1,PM2.5,71,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-09-01,Punjab,Rupnagar,1,PM2.5,108,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-31,Punjab,Khanna,1,PM10,68,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-31,Punjab,Jalandhar,1,PM10,63,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-31,Punjab,Amritsar,1,PM2.5,75,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-31,Punjab,Patiala,1,PM10,74,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-31,Punjab,Rupnagar,1,PM10,115,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-31,Punjab,Ludhiana,1,PM10,107,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-31,Punjab,Mandi Gobindgarh,1,PM10,131,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-30,Punjab,Mandi Gobindgarh,1,PM10,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-30,Punjab,Ludhiana,1,PM10,131,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-30,Punjab,Rupnagar,1,PM10,90,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-30,Punjab,Patiala,1,PM10,88,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-30,Punjab,Khanna,1,PM10,63,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-30,Punjab,Bathinda,1,PM10,61,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-30,Punjab,Jalandhar,1,PM10,51,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-30,Punjab,Amritsar,1,O3,101,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-29,Punjab,Patiala,1,PM10,87,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-29,Punjab,Amritsar,1,O3,151,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-29,Punjab,Ludhiana,1,PM10,101,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-29,Punjab,Mandi Gobindgarh,1,PM10,62,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-29,Punjab,Bathinda,1,PM10,97,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-29,Punjab,Jalandhar,1,PM10,88,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-29,Punjab,Rupnagar,1,PM10,62,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-29,Punjab,Khanna,1,PM10,64,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-28,Punjab,Ludhiana,1,PM10,86,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-28,Punjab,Khanna,1,PM10,64,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-28,Punjab,Patiala,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-28,Punjab,Bathinda,1,PM10,73,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-28,Punjab,Jalandhar,1,PM10,102,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-28,Punjab,Rupnagar,1,PM2.5,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-28,Punjab,Mandi Gobindgarh,1,PM2.5,158,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-27,Punjab,Ludhiana,1,PM10,61,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-27,Punjab,Rupnagar,1,PM2.5,68,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-27,Punjab,Khanna,1,PM10,46,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-27,Punjab,Mandi Gobindgarh,1,PM10,103,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-27,Punjab,Patiala,1,PM10,45,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-27,Punjab,Bathinda,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-27,Punjab,Jalandhar,1,PM10,74,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-26,Punjab,Mandi Gobindgarh,1,PM2.5,145,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-26,Punjab,Patiala,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-26,Punjab,Rupnagar,1,PM10,63,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-26,Punjab,Amritsar,1,O3,99,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-26,Punjab,Bathinda,1,PM10,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-26,Punjab,Jalandhar,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-26,Punjab,Khanna,1,PM10,65,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-26,Punjab,Ludhiana,1,PM10,79,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-25,Punjab,Bathinda,1,PM10,61,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-25,Punjab,Amritsar,1,O3,73,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-25,Punjab,Jalandhar,1,PM10,47,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-25,Punjab,Patiala,1,PM10,33,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-25,Punjab,Khanna,1,PM10,52,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-25,Punjab,Mandi Gobindgarh,1,PM2.5,93,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-25,Punjab,Rupnagar,1,PM10,104,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-25,Punjab,Ludhiana,1,PM10,82,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-24,Punjab,Ludhiana,1,PM10,88,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-24,Punjab,Rupnagar,1,PM10,76,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-24,Punjab,Patiala,1,PM10,37,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-24,Punjab,Mandi Gobindgarh,1,PM2.5,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-24,Punjab,Khanna,1,PM10,46,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-24,Punjab,Jalandhar,1,PM10,39,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-24,Punjab,Amritsar,1,O3,72,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-23,Punjab,Mandi Gobindgarh,1,PM2.5,115,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-23,Punjab,Ludhiana,1,PM10,112,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-23,Punjab,Khanna,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-23,Punjab,Amritsar,1,O3,90,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-23,Punjab,Patiala,1,PM10,62,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-23,Punjab,Rupnagar,1,PM10,84,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-23,Punjab,Jalandhar,1,PM10,64,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-22,Punjab,Amritsar,1,O3,72,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-22,Punjab,Bathinda,1,PM10,51,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-22,Punjab,Khanna,1,PM10,76,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-22,Punjab,Jalandhar,1,PM10,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-22,Punjab,Mandi Gobindgarh,1,PM2.5,165,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-22,Punjab,Patiala,1,PM10,92,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-22,Punjab,Ludhiana,1,PM10,104,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-22,Punjab,Rupnagar,1,PM10,91,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-21,Punjab,Ludhiana,1,PM2.5,77,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-21,Punjab,Jalandhar,1,PM10,77,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-21,Punjab,Mandi Gobindgarh,1,PM2.5,145,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-21,Punjab,Rupnagar,1,PM10,100,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-21,Punjab,Patiala,1,PM10,72,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-21,Punjab,Amritsar,1,O3,97,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-21,Punjab,Bathinda,1,PM10,53,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-21,Punjab,Khanna,1,PM10,50,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-20,Punjab,Ludhiana,1,PM10,53,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-20,Punjab,Jalandhar,1,PM10,54,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-20,Punjab,Rupnagar,1,PM10,44,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-20,Punjab,Khanna,1,PM10,41,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-20,Punjab,Bathinda,1,CO,50,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-20,Punjab,Amritsar,1,O3,106,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-20,Punjab,Mandi Gobindgarh,1,PM2.5,243,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-19,Punjab,Khanna,1,PM10,36,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-19,Punjab,Patiala,1,PM2.5,45,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-19,Punjab,Mandi Gobindgarh,1,PM2.5,188,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-19,Punjab,Jalandhar,1,PM10,42,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-19,Punjab,Bathinda,1,CO,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-19,Punjab,Amritsar,1,O3,109,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-19,Punjab,Ludhiana,1,PM10,40,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-19,Punjab,Rupnagar,1,PM10,60,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-18,Punjab,Ludhiana,1,PM10,65,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-18,Punjab,Rupnagar,1,PM10,77,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-18,Punjab,Jalandhar,1,PM10,52,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-18,Punjab,Mandi Gobindgarh,1,PM2.5,75,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-18,Punjab,Khanna,1,PM10,50,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-18,Punjab,Amritsar,1,O3,85,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-18,Punjab,Patiala,1,PM2.5,46,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-17,Punjab,Patiala,1,PM10,37,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-17,Punjab,Bathinda,1,PM10,118,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-17,Punjab,Mandi Gobindgarh,1,PM2.5,33,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-17,Punjab,Rupnagar,1,PM10,71,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2022-08-17,Punjab,Amritsar,1,O3,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
